 time            V_out           ID              V_load          I_load         
 1.40280000e-06 -2.14135797e-08  0.00000000e+00 -7.29244833e-02 -7.11937707e-06 
 1.41280000e-06 -2.14416603e-08  0.00000000e+00 -7.10436627e-02 -6.90127342e-06 
 1.42280000e-06 -2.14136046e-08  0.00000000e+00 -6.88679033e-02 -6.65473130e-06 
 1.43280000e-06 -2.14413548e-08  0.00000000e+00 -6.64085358e-02 -6.38103913e-06 
 1.44280000e-06 -2.14136223e-08  0.00000000e+00 -6.36784229e-02 -6.08163416e-06 
 1.45280000e-06 -2.14410564e-08  0.00000000e+00 -6.06919108e-02 -5.75809678e-06 
 1.46280000e-06 -2.14136401e-08  0.00000000e+00 -5.74647720e-02 -5.41214374e-06 
 1.47280000e-06 -2.14407508e-08  0.00000000e+00 -5.40141372e-02 -5.04562023e-06 
 1.48280000e-06 -2.14149191e-08  0.00000000e+00 -5.03584149e-02 -4.66049051e-06 
 1.49280000e-06 -2.14393795e-08  0.00000000e+00 -4.65171972e-02 -4.25882716e-06 
 1.50280000e-06 -2.14146491e-08  0.00000000e+00 -4.25111518e-02 -3.84279866e-06 
 1.51280000e-06 -2.14391344e-08  0.00000000e+00 -3.83618970e-02 -3.41465528e-06 
 1.52280000e-06 -2.14146739e-08  0.00000000e+00 -3.40918608e-02 -2.97671326e-06 
 1.53280000e-06 -2.14388537e-08  0.00000000e+00 -2.97241217e-02 -2.53133715e-06 
 1.54280000e-06 -2.14146739e-08  0.00000000e+00 -2.52822325e-02 -2.08092042e-06 
 1.55280000e-06 -2.14385766e-08  0.00000000e+00 -2.07900270e-02 -1.62786443e-06 
 1.56280000e-06 -2.14146704e-08  0.00000000e+00 -1.62714107e-02 -1.17455609e-06 
 1.57280000e-06 -2.14382959e-08  0.00000000e+00 -1.17501383e-02 -7.23344330e-07 
 1.58280000e-06 -2.14146739e-08  0.00000000e+00 -7.24958048e-03 -2.76515981e-07 
 1.59280000e-06 -2.14380224e-08  0.00000000e+00 -2.79248532e-03  1.63728433e-07 
 1.60280000e-06 -2.14146668e-08  0.00000000e+00  1.59926098e-03  5.95298394e-07 
 1.61280000e-06 -2.14377488e-08  0.00000000e+00  5.90486763e-03  1.01623580e-06 
 1.62280000e-06 -2.14146597e-08  0.00000000e+00  1.01048597e-02  1.42473534e-06 
 1.63280000e-06 -2.14374681e-08  0.00000000e+00  1.41812780e-02  1.81916211e-06 
 1.64280000e-06 -2.14146455e-08  0.00000000e+00  1.81178519e-02  2.19806566e-06 
 1.65280000e-06 -2.14371910e-08  0.00000000e+00  2.19001360e-02  2.56018995e-06 
 1.66280000e-06 -2.14146242e-08  0.00000000e+00  2.55156077e-02  2.90447875e-06 
 1.67280000e-06 -2.14369139e-08  0.00000000e+00  2.89537189e-02  3.23007614e-06 
 1.68280000e-06 -2.14146171e-08  0.00000000e+00  3.22059009e-02  3.53632224e-06 
 1.69280000e-06 -2.14366475e-08  0.00000000e+00  3.52655216e-02  3.82274415e-06 
 1.70280000e-06 -2.14145993e-08  0.00000000e+00  3.81277971e-02  4.08904280e-06 
 1.71280000e-06 -2.14363703e-08  0.00000000e+00  4.07896617e-02  4.33507602e-06 
 1.72280000e-06 -2.14145780e-08  0.00000000e+00  4.32496034e-02  4.56083882e-06 
 1.73280000e-06 -2.14361039e-08  0.00000000e+00  4.55074693e-02  4.76644164e-06 
 1.74280000e-06 -2.14145638e-08  0.00000000e+00  4.75642530e-02  4.95208735e-06 
 1.75280000e-06 -2.14358339e-08  0.00000000e+00  4.94218689e-02  5.11804802e-06 
 1.76280000e-06 -2.14145389e-08  0.00000000e+00  5.10829231e-02  5.26464201e-06 
 1.77280000e-06 -2.14355639e-08  0.00000000e+00  5.25504886e-02  5.39221226e-06 
 1.78280000e-06 -2.14145176e-08  0.00000000e+00  5.38278907e-02  5.50110610e-06 
 1.79280000e-06 -2.14353045e-08  0.00000000e+00  5.49185078e-02  5.59165716e-06 
 1.80280000e-06 -2.14145069e-08  0.00000000e+00  5.58255914e-02  5.66416947e-06 
 1.81280000e-06 -2.14350558e-08  0.00000000e+00  5.65521094e-02  5.71890420e-06 
 1.82280000e-06 -2.14144927e-08  0.00000000e+00  5.71006131e-02  5.75606879e-06 
 1.83280000e-06 -2.14348036e-08  0.00000000e+00  5.74731297e-02  5.77580880e-06 
 1.84280000e-06 -2.14144785e-08  0.00000000e+00  5.76710804e-02  5.77820233e-06 
 1.85280000e-06 -2.14345407e-08  0.00000000e+00  5.76952247e-02  5.76325705e-06 
 1.86280000e-06 -2.14144430e-08  0.00000000e+00  5.75456310e-02  5.73090978e-06 
 1.87280000e-06 -2.14342885e-08  0.00000000e+00  5.72216721e-02  5.68102876e-06 
 1.88280000e-06 -2.14144323e-08  0.00000000e+00  5.67220480e-02  5.61341842e-06 
 1.89280000e-06 -2.14340398e-08  0.00000000e+00  5.60448334e-02  5.52782681e-06 
 1.90280000e-06 -2.14144039e-08  0.00000000e+00  5.51875527e-02  5.42395566e-06 
 1.91280000e-06 -2.14337840e-08  0.00000000e+00  5.41472801e-02  5.30147309e-06 
 1.92280000e-06 -2.14143719e-08  0.00000000e+00  5.29207661e-02  5.16002874e-06 
 1.93280000e-06 -2.14335282e-08  0.00000000e+00  5.15045893e-02  4.99927145e-06 
 1.94280000e-06 -2.14143435e-08  0.00000000e+00  4.98953309e-02  4.81886890e-06 
 1.95280000e-06 -2.14332759e-08  0.00000000e+00  4.80897707e-02  4.61852921e-06 
 1.96280000e-06 -2.14143115e-08  0.00000000e+00  4.60850999e-02  4.39802369e-06 
